WKT,id,nombre,direccion,cod_ine_mun,anyo_const,tipo_edifi,uso_edifi,e1_entrada_ppal,e2_itinerarios_accesibles,e3_zonas_atencion_publico,e4_servicios_higienicos,e5_elementos_accesibles,accesibilidat_total,nom_mun,comarca,provincia,lon,lat
POINT (756481.046540406 4276671.08112791),622,C. SALUT CASC ANTIC                                   ,"CL. VILLAJOYOSA, 3                                     ",3018,1975,Equipamiento         ,Sanitario                                ,Accesibilidad muy baja. Barreras arquitect?nicas,Accesibilidad baja                              ,Accesibilidad baja                              ,Accesibilidad baja                              ,Accesibilidad muy baja. Barreras arquitect?nicas,Accesibilidad muy baja. Barreras arquitect?nicas,Altea               ,la Marina Baixa    ,Alacant/Alicante ,-0.05478380000000119,38.60150140000001
POINT (757055.228933524 4276803.26614695),624,CENTRE SOCIAL 3? EDAT                                 ,"CL. MARINA BAIXA, 2                                    ",3018,1998,Equipamiento         ,"Cultural, Social, Recreativo             ",Accesibilidad baja                              ,Accesibilidad muy baja. Barreras arquitect?nicas,Accesibilidad media                             ,Accesibilidad baja                              ,Accesibilidad muy baja. Barreras arquitect?nicas,Accesibilidad muy baja. Barreras arquitect?nicas,Altea               ,la Marina Baixa    ,Alacant/Alicante ,-0.04814969999999417,38.602525000000014
POINT (757230.466763474 4277141.95162413),625,FPA                                                   ,"CL. CALITX, 6                                          ",3018,2000,Equipamiento         ,Educativo                                ,Accesibilidad baja                              ,Accesibilidad muy baja. Barreras arquitect?nicas,Accesibilidad media                             ,Accesibilidad baja                              ,Accesibilidad alta                              ,Accesibilidad muy baja. Barreras arquitect?nicas,Altea               ,la Marina Baixa    ,Alacant/Alicante ,-0.04601479999999499,38.6055224
POINT (756973.730508536 4276564.47773977),626,CASA DE CULTURA                                       ,"CL. COSTERA PONT DE MONTCAU, 14                        ",3018,1986,Equipamiento         ,"Cultural, Administrativo, Institucional  ",Accesibilidad baja                              ,Accesibilidad muy baja. Barreras arquitect?nicas,Accesibilidad media                             ,Accesibilidad baja                              ,Accesibilidad alta                              ,Accesibilidad muy baja. Barreras arquitect?nicas,Altea               ,la Marina Baixa    ,Alacant/Alicante ,-0.0491725000000049,38.60039949999999
POINT (757005.823347138 4276451.78760533),629,ESCOLA DE MUSICA                                      ,"CL FILHARMONICA, 12                                    ",3018,1945,Equipamiento         ,"Educativo, Cultural                      ",Accesibilidad muy baja. Barreras arquitect?nicas,Accesibilidad muy baja. Barreras arquitect?nicas,Accesibilidad muy baja. Barreras arquitect?nicas,Accesibilidad baja                              ,Accesibilidad muy baja. Barreras arquitect?nicas,Accesibilidad muy baja. Barreras arquitect?nicas,Altea               ,la Marina Baixa    ,Alacant/Alicante ,-0.04884599999999608,38.59937599999996
POINT (756192.668599964 4276424.26476423),630,PALAU ALTEA                                           ,"CL. ALCOI, 18                                          ",3018,2000,Equipamiento         ,"Cultural, Infraestructura                ",Accesibilidad baja                              ,Accesibilidad muy baja. Barreras arquitect?nicas,Accesibilidad baja                              ,Accesibilidad baja                              ,Accesibilidad muy baja. Barreras arquitect?nicas,Accesibilidad muy baja. Barreras arquitect?nicas,Altea               ,la Marina Baixa    ,Alacant/Alicante ,-0.058181999999992365,38.599363300000036
POINT (756761.560707161 4276453.90186722),631,CASA TONI EL FUSTER                                   ,"CL. COSTERA DELS MATXOS, 2                             ",3018,1900,Equipamiento         ,Cultural                                 ,Accesibilidad media                             ,Accesibilidad muy baja. Barreras arquitect?nicas,Accesibilidad baja                              ,Accesibilidad baja                              ,Accesibilidad alta                              ,Accesibilidad muy baja. Barreras arquitect?nicas,Altea               ,la Marina Baixa    ,Alacant/Alicante ,-0.05164660000000316,38.59946570000004
POINT (757379.84063992 4277120.12905545) ,632,CENTRE JUVENIL                                        ,"CL. LA TELLA, 6                                        ",3018,1984,Equipamiento         ,"Cultural, Deportivo, Social, Recreativo  ",Accesibilidad baja                              ,Accesibilidad muy baja. Barreras arquitect?nicas,Accesibilidad baja                              ,Accesibilidad media                             ,Accesibilidad alta                              ,Accesibilidad muy baja. Barreras arquitect?nicas,Altea               ,la Marina Baixa    ,Alacant/Alicante ,-0.044309600000000886,38.60528269999996
POINT (694987.928910092 4246588.96985358),634,"CASA CONSISTORIAL ""LOCALES MUNICIPALES EN PLAZA MAYOR,","PLAZA MAYOR, 3                                         ",3019,1969,Equipamiento         ,"Cultural, Social                         ",Accesibilidad muy baja. Barreras arquitect?nicas,Accesibilidad muy baja. Barreras arquitect?nicas,Accesibilidad muy baja. Barreras arquitect?nicas,Accesibilidad baja                              ,Accesibilidad alta                              ,Accesibilidad muy baja. Barreras arquitect?nicas,Aspe                ,el Vinalop? Mitj?/E,Alacant/Alicante ,-0.768712,38.34624499999998
POINT (694970.098254174 4246791.19241224),636,CENTRO DE SALUD                                       ,"C/ LEPANTO, 6                                          ",3019,1990,Equipamiento         ,"Cultural, Social                         ",Accesibilidad muy baja. Barreras arquitect?nicas,Accesibilidad baja                              ,Accesibilidad baja                              ,Accesibilidad baja                              ,Accesibilidad alta                              ,Accesibilidad muy baja. Barreras arquitect?nicas,Aspe                ,el Vinalop? Mitj?/E,Alacant/Alicante ,-0.7688600000000054,38.34806999999999
POINT (695388.633664271 4246176.92349434),639,CENTRO SOCIAL BARRIO LA COCA (CENTRO DE ADULTOS)      ,"C/ SANTANDER, 4                                        ",3019,1960,Equipamiento         ,"Educativo, Social                        ",Accesibilidad muy baja. Barreras arquitect?nicas,Accesibilidad muy baja. Barreras arquitect?nicas,Accesibilidad baja                              ,Accesibilidad baja                              ,Accesibilidad alta                              ,Accesibilidad muy baja. Barreras arquitect?nicas,Aspe                ,el Vinalop? Mitj?/E,Alacant/Alicante ,-0.7642440000000046,38.342447000000035
POINT (695143.098288866 4246833.35291115),640,"COLEGIO PRIVADO ""VIRGEN DE LAS NIEVES""                ","C/ PEDRO GALIPIENSO, 29                                ",3019,1950,Equipamiento         ,Educativo                                ,Accesibilidad muy baja. Barreras arquitect?nicas,Accesibilidad muy baja. Barreras arquitect?nicas,Accesibilidad baja                              ,Accesibilidad baja                              ,Accesibilidad alta                              ,Accesibilidad muy baja. Barreras arquitect?nicas,Aspe                ,el Vinalop? Mitj?/E,Alacant/Alicante ,-0.7668700000000029,38.34841200000002
POINT (694798.437795493 4246363.97139352),641,"COLEGIO P?BLICO ""DR. CALATAYUD""                       ","GREGORIO RIZO, 37                                      ",3019,1931,Equipamiento         ,Educativo                                ,Accesibilidad baja                              ,Accesibilidad muy baja. Barreras arquitect?nicas,Accesibilidad muy baja. Barreras arquitect?nicas,Accesibilidad baja                              ,Accesibilidad alta                              ,Accesibilidad muy baja. Barreras arquitect?nicas,Aspe                ,el Vinalop? Mitj?/E,Alacant/Alicante ,-0.7709409999999953,38.344260000000006
POINT (694610.629328896 4246775.62648127),642,"COLEGIO P?BLICO ""EL CASTILLO""                         ","CALLE PONIENTE, 74                                     ",3019,1987,Equipamiento         ,Educativo                                ,Accesibilidad baja                              ,Accesibilidad muy baja. Barreras arquitect?nicas,Accesibilidad baja                              ,Accesibilidad baja                              ,Accesibilidad alta                              ,Accesibilidad muy baja. Barreras arquitect?nicas,Aspe                ,el Vinalop? Mitj?/E,Alacant/Alicante ,-0.7729750000000013,38.34800799999996
POINT (695083.911913242 4245689.95427891),643,"COLEGIO P?BLICO ""LA PALOMA""                           ","AV/ BAR?TONO LUIS ALMOD?VAR, 100                       ",3019,1985,Equipamiento         ,Educativo                                ,Accesibilidad baja                              ,Accesibilidad muy baja. Barreras arquitect?nicas,Accesibilidad muy baja. Barreras arquitect?nicas,Accesibilidad baja                              ,Accesibilidad alta                              ,Accesibilidad muy baja. Barreras arquitect?nicas,Aspe                ,el Vinalop? Mitj?/E,Alacant/Alicante ,-0.7678630000000004,38.33812799999996
POINT (694991.681668883 4246079.15112013),644,"COLEGIO P?BLICO ""LA PALOMA"" (COLEGIO MOSCARD?)        ","AV/ BAR?TONO LUIS ALMOD?VAR, 47                        ",3019,1970,Equipamiento         ,Educativo                                ,Accesibilidad media                             ,Accesibilidad muy baja. Barreras arquitect?nicas,Accesibilidad baja                              ,Accesibilidad baja                              ,Accesibilidad alta                              ,Accesibilidad muy baja. Barreras arquitect?nicas,Aspe                ,el Vinalop? Mitj?/E,Alacant/Alicante ,-0.7688100000000041,38.34165300000003
POINT (695601.738194805 4246617.82247219),645,"COLEGIO P?BLICO ""LA SERRANICA""                        ","C/ JOS? VICEDO CALATAYUD, 107                          ",3019,1992,Equipamiento         ,Educativo                                ,Accesibilidad baja                              ,Accesibilidad muy baja. Barreras arquitect?nicas,Accesibilidad baja                              ,Accesibilidad baja                              ,Accesibilidad muy baja. Barreras arquitect?nicas,Accesibilidad muy baja. Barreras arquitect?nicas,Aspe                ,el Vinalop? Mitj?/E,Alacant/Alicante ,-0.7616849999999977,38.346371000000005
POINT (694923.583250737 4246114.14964346),646,"COLEGIO P?BLICO ""VISTAHERMOSA 2 RAM-8""                ","AV/ BAR?TONO LUIS ALMOD?VAR, 50                        ",3019,1968,Equipamiento         ,Educativo                                ,Accesibilidad media                             ,Accesibilidad muy baja. Barreras arquitect?nicas,Accesibilidad baja                              ,Accesibilidad baja                              ,Accesibilidad alta                              ,Accesibilidad muy baja. Barreras arquitect?nicas,Aspe                ,el Vinalop? Mitj?/E,Alacant/Alicante ,-0.7695789999999927,38.341983000000035
POINT (695127.176013608 4245607.94028675),647,"COLEGIO P?BLICO ""VISTAHERMOSA I                       ",C/ ANTONIO AYALA 29                                    ,3019,1990,Equipamiento         ,Educativo                                ,Accesibilidad muy baja. Barreras arquitect?nicas,Accesibilidad muy baja. Barreras arquitect?nicas,Accesibilidad baja                              ,Accesibilidad baja                              ,Accesibilidad alta                              ,Accesibilidad muy baja. Barreras arquitect?nicas,Aspe                ,el Vinalop? Mitj?/E,Alacant/Alicante ,-0.7673909999999972,38.33737999999996
POINT (694887.974715759 4246360.91501127),650,CENTRO CULTURAL Y CASA DE LA JUVENTUD                 ,"C/ SAN PEDRO, 12                                       ",3019,1920,Equipamiento         ,"Cultural, Social                         ",Accesibilidad muy baja. Barreras arquitect?nicas,Accesibilidad baja                              ,Accesibilidad baja                              ,Accesibilidad muy baja. Barreras arquitect?nicas,Accesibilidad alta                              ,Accesibilidad muy baja. Barreras arquitect?nicas,Aspe                ,el Vinalop? Mitj?/E,Alacant/Alicante ,-0.769917999999998,38.34421300000002
POINT (695201.653613011 4246795.01634119),651,ATENEO MUSICAL                                        ,"C/ DR. FLEMING, 10                                     ",3019,1960,Equipamiento         ,"Educativo, Cultural                      ",Accesibilidad muy baja. Barreras arquitect?nicas,Accesibilidad baja                              ,Accesibilidad muy baja. Barreras arquitect?nicas,Accesibilidad baja                              ,Accesibilidad alta                              ,Accesibilidad muy baja. Barreras arquitect?nicas,Aspe                ,el Vinalop? Mitj?/E,Alacant/Alicante ,-0.7662110000000056,38.348053999999955
POINT (694779.503237076 4246260.79958305),653,TEATRO WAGNER                                         ,"C/ CASTELAR, 10                                        ",3019,1920,Equipamiento         ,Cultural                                 ,Accesibilidad muy baja. Barreras arquitect?nicas,Accesibilidad baja                              ,Accesibilidad baja                              ,Accesibilidad baja                              ,Accesibilidad muy baja. Barreras arquitect?nicas,Accesibilidad muy baja. Barreras arquitect?nicas,Aspe                ,el Vinalop? Mitj?/E,Alacant/Alicante ,-0.7711860000000027,38.34333500000003
POINT (703717.7377444 4287909.87021228)  ,654,AYUNTAMIENTO                                          ,"PLAZA DEL AYUNTAMIENTO, 1                              ",3021,1980,Equipamiento         ,"Administrativo, Institucional            ",Accesibilidad muy baja. Barreras arquitect?nicas,Accesibilidad muy baja. Barreras arquitect?nicas,Accesibilidad baja                              ,Accesibilidad baja                              ,Accesibilidad alta                              ,Accesibilidad muy baja. Barreras arquitect?nicas,Banyeres de Mariola ,l'Alcoi?           ,Alacant/Alicante ,-0.6568469999999923,38.71637900000004
POINT (703699.095856497 4287910.72583242),657,"LOCALES DE PARTIDOS POLITICOS, ASISTENTA SOCIAL, ADL Y",C/ PLAZA LA MALVA 11                                   ,3021,2009,Equipamiento         ,"Administrativo, Institucional            ",Accesibilidad muy baja. Barreras arquitect?nicas,Accesibilidad baja                              ,Accesibilidad muy baja. Barreras arquitect?nicas,Accesibilidad muy baja. Barreras arquitect?nicas,Accesibilidad alta                              ,Accesibilidad muy baja. Barreras arquitect?nicas,Banyeres de Mariola ,l'Alcoi?           ,Alacant/Alicante ,-0.6570610000000044,38.71639100000001
POINT (703897.285814794 4287874.04201202),659,COLEGIO LA MALENA (CONSERVATORIO MUNICIPAL DE MUSICA) ,C/ LA ERMINA N?17                                      ,3021,1975,Equipamiento         ,Educativo                                ,Accesibilidad muy baja. Barreras arquitect?nicas,Accesibilidad muy baja. Barreras arquitect?nicas,Accesibilidad muy baja. Barreras arquitect?nicas,Accesibilidad baja                              ,Accesibilidad alta                              ,Accesibilidad muy baja. Barreras arquitect?nicas,Banyeres de Mariola ,l'Alcoi?           ,Alacant/Alicante ,-0.6547940000000019,38.716015
POINT (703873.192978915 4287819.33921906),662,CASA DE LA CULTURA                                    ,"C/SAN ANTONIO, 27 Y 29                                 ",3021,1985,Equipamiento         ,"Educativo, Cultural, Social              ",Accesibilidad baja                              ,Accesibilidad muy baja. Barreras arquitect?nicas,Accesibilidad muy baja. Barreras arquitect?nicas,Accesibilidad baja                              ,Accesibilidad muy baja. Barreras arquitect?nicas,Accesibilidad muy baja. Barreras arquitect?nicas,Banyeres de Mariola ,l'Alcoi?           ,Alacant/Alicante ,-0.6550870000000019,38.71552799999997
POINT (703677.385808719 4287847.86634106),663,LOCAL EXPOSCIONES (ANEXO TEATRO)                      ,C/CASTILLO N.? 26 ES 1 PI:EN PTA DR                    ,3021,1975,Equipamiento         ,Cultural                                 ,Accesibilidad muy baja. Barreras arquitect?nicas,Accesibilidad media                             ,Accesibilidad muy baja. Barreras arquitect?nicas,Accesibilidad muy baja. Barreras arquitect?nicas,Accesibilidad alta                              ,Accesibilidad muy baja. Barreras arquitect?nicas,Banyeres de Mariola ,l'Alcoi?           ,Alacant/Alicante ,-0.6573289999999998,38.71583
POINT (703693.769858609 4287802.64045283),664,SOCIEDAD MUSICAL                                      ,C/MAYOR N.? 13 Y 15                                    ,3021,1900,Equipamiento         ,"Cultural, Social                         ",Accesibilidad muy baja. Barreras arquitect?nicas,Accesibilidad muy baja. Barreras arquitect?nicas,Accesibilidad baja                              ,Accesibilidad baja                              ,Accesibilidad alta                              ,Accesibilidad muy baja. Barreras arquitect?nicas,Banyeres de Mariola ,l'Alcoi?           ,Alacant/Alicante ,-0.6571539999999996,38.715418999999976
POINT (703677.498320629 4287846.86969157),665,TEATRO PRINCIPAL                                      ,C/CASTILLO N.? 26                                      ,3021,1909,Equipamiento         ,"Cultural, Recreativo                     ",Accesibilidad muy baja. Barreras arquitect?nicas,Accesibilidad muy baja. Barreras arquitect?nicas,Accesibilidad baja                              ,Accesibilidad baja                              ,Accesibilidad muy baja. Barreras arquitect?nicas,Accesibilidad muy baja. Barreras arquitect?nicas,Banyeres de Mariola ,l'Alcoi?           ,Alacant/Alicante ,-0.6573279999999966,38.71582099999998
POINT (703672.943209146 4287834.80322129),666,CASTILLO DE BANYERES (MUSEO FESTERO)                  ,C/CASTILLO                                             ,3021,1000,Equipamiento         ,Cultural                                 ,Accesibilidad muy baja. Barreras arquitect?nicas,Accesibilidad muy baja. Barreras arquitect?nicas,Accesibilidad baja                              ,Accesibilidad muy baja. Barreras arquitect?nicas,Accesibilidad alta                              ,Accesibilidad muy baja. Barreras arquitect?nicas,Banyeres de Mariola ,l'Alcoi?           ,Alacant/Alicante ,-0.6573839000000039,38.71571340000002
POINT (703605.953960047 4287813.72082128),667,EDF. LOCAL DE LA JUVENTUD Y EMISORIA DE RADIO         ,C/CASTILLO N.? 8                                       ,3021,1970,Equipamiento         ,"Educativo, Cultural, Social, Infraestruct",Accesibilidad muy baja. Barreras arquitect?nicas,Accesibilidad baja                              ,Accesibilidad baja                              ,Accesibilidad baja                              ,Accesibilidad alta                              ,Accesibilidad muy baja. Barreras arquitect?nicas,Banyeres de Mariola ,l'Alcoi?           ,Alacant/Alicante ,-0.6581600000000056,38.71553899999999
POINT (703799.432791957 4288552.32707916),668,EDF. MUSEO DEL PAPELDEL PAIS VALENCI? (VILLA ROSARIO) ,C/ FONT BONA N.? 2-A                                   ,3021,1903,Equipamiento         ,Cultural                                 ,Accesibilidad muy baja. Barreras arquitect?nicas,Accesibilidad baja                              ,Accesibilidad media                             ,Accesibilidad baja                              ,Accesibilidad alta                              ,Accesibilidad muy baja. Barreras arquitect?nicas,Banyeres de Mariola ,l'Alcoi?           ,Alacant/Alicante ,-0.6557189999999985,38.72214499999999
POINT (703663.138468774 4288401.24073921),669,MUSEO ARQUEOLOGICO TORRE FONT BONA                    ,C/ FONT BONA N.? 27                                    ,3021,1900,Equipamiento         ,Cultural                                 ,Accesibilidad muy baja. Barreras arquitect?nicas,Accesibilidad media                             ,Accesibilidad muy baja. Barreras arquitect?nicas,Accesibilidad muy baja. Barreras arquitect?nicas,Accesibilidad alta                              ,Accesibilidad muy baja. Barreras arquitect?nicas,Banyeres de Mariola ,l'Alcoi?           ,Alacant/Alicante ,-0.6573300000000002,38.72081600000002
POINT (703875.444006862 4288590.81242096),670,MUSEO DE LA ESPARDENYA (VILLA ROSARIO)                ,C/ FONT BONA N 6                                       ,3021,1903,Equipamiento         ,Cultural                                 ,Accesibilidad muy baja. Barreras arquitect?nicas,Accesibilidad baja                              ,Accesibilidad media                             ,Accesibilidad muy baja. Barreras arquitect?nicas,Accesibilidad alta                              ,Accesibilidad muy baja. Barreras arquitect?nicas,Banyeres de Mariola ,l'Alcoi?           ,Alacant/Alicante ,-0.6548340000000002,38.72247399999999
POINT (703792.85560311 4288469.41973307) ,671,MUSEO DE LA FARMACIA (VILLA ROSARIO)                  ,C/ FONT BONA N.? 4                                     ,3021,1903,Equipamiento         ,Cultural                                 ,Accesibilidad muy baja. Barreras arquitect?nicas,Accesibilidad baja                              ,Accesibilidad media                             ,Accesibilidad baja                              ,Accesibilidad alta                              ,Accesibilidad muy baja. Barreras arquitect?nicas,Banyeres de Mariola ,l'Alcoi?           ,Alacant/Alicante ,-0.6558190000000027,38.72140000000004
POINT (694281.767986104 4285815.10277412),672,AYUNTAMIENTO                                          ,"41C/ CARDENAL PAY?, N?                                 ",3023,1930,Equipamiento         ,"Administrativo, Institucional            ",Accesibilidad muy baja. Barreras arquitect?nicas,Accesibilidad muy baja. Barreras arquitect?nicas,Accesibilidad baja                              ,Accesibilidad baja                              ,Accesibilidad alta                              ,Accesibilidad muy baja. Barreras arquitect?nicas,Beneixama           ,l?Alt Vinalop?/El A,Alacant/Alicante ,-0.7658880000000031,38.69963999999997
POINT (694188.921295264 4285893.34976757),674,CENTRO PENSIONISTAS Y JUBILADOS                       ,"C/ DOCTOR SILVESTRE, N.? 1                             ",3023,1890,Equipamiento         ,Cultural                                 ,Accesibilidad baja                              ,Accesibilidad muy baja. Barreras arquitect?nicas,Accesibilidad baja                              ,Accesibilidad media                             ,Accesibilidad alta                              ,Accesibilidad muy baja. Barreras arquitect?nicas,Beneixama           ,l?Alt Vinalop?/El A,Alacant/Alicante ,-0.7669330000000028,38.700365
POINT (694740.470309559 4285886.16086632),676,COLEGIO P?BLICO DIVINA AURORA                         ,"C/ CARDENAL PAY?, N? 132                               ",3023,1998,Equipamiento         ,Educativo                                ,Accesibilidad muy baja. Barreras arquitect?nicas,Accesibilidad baja                              ,Accesibilidad baja                              ,Accesibilidad baja                              ,Accesibilidad muy baja. Barreras arquitect?nicas,Accesibilidad muy baja. Barreras arquitect?nicas,Beneixama           ,l?Alt Vinalop?/El A,Alacant/Alicante ,-0.760597000000005,38.70017899999996
POINT (694081.870050354 4285854.64927452),678,AUDITORIO MUNICIPAL                                   ,"C/ VICENTE CONCA BLASCO, N? 11                         ",3023,2006,Equipamiento         ,Cultural                                 ,Accesibilidad baja                              ,Accesibilidad muy baja. Barreras arquitect?nicas,Accesibilidad muy baja. Barreras arquitect?nicas,Accesibilidad baja                              ,Accesibilidad muy baja. Barreras arquitect?nicas,Accesibilidad muy baja. Barreras arquitect?nicas,Beneixama           ,l?Alt Vinalop?/El A,Alacant/Alicante ,-0.7681739999999949,38.700039999999994
POINT (694083.100688854 4285672.00235381),680,MUSEO NAVARRO/ SALA DE EXPOSICIONES TEMPORALES        ,CAMINO CAMPO DE MIRRA                                  ,3023,1945,Equipamiento         ,Cultural                                 ,Accesibilidad media                             ,Accesibilidad media                             ,Accesibilidad muy baja. Barreras arquitect?nicas,Accesibilidad muy baja. Barreras arquitect?nicas,Accesibilidad alta                              ,Accesibilidad muy baja. Barreras arquitect?nicas,Beneixama           ,l?Alt Vinalop?/El A,Alacant/Alicante ,-0.7682110000000024,38.698395000000005
POINT (751265.659906649 4284845.24732092),681,CASA CONSISTORIAL                                     ,                                                       ,3045,1989,Equipamiento         ,"Administrativo, Institucional            ",Accesibilidad muy baja. Barreras arquitect?nicas,Accesibilidad baja                              ,Accesibilidad muy baja. Barreras arquitect?nicas,Accesibilidad muy baja. Barreras arquitect?nicas,Accesibilidad alta                              ,Accesibilidad muy baja. Barreras arquitect?nicas,Bolulla             ,la Marina Baixa    ,Alacant/Alicante ,-0.11164799999999876,38.67656400000002
POINT (751299.308948951 4284684.09295416),682,CENTRO POLIVALENTE (CULTURAL-SOCIAL-ENSE?ANZA-SANITARI,                                                       ,3045,1952,Equipamiento         ,"Educativo, Cultural, Sanitario, Asistenci",Accesibilidad muy baja. Barreras arquitect?nicas,Accesibilidad baja                              ,Accesibilidad baja                              ,Accesibilidad baja                              ,Accesibilidad muy baja. Barreras arquitect?nicas,Accesibilidad muy baja. Barreras arquitect?nicas,Bolulla             ,la Marina Baixa    ,Alacant/Alicante ,-0.11132000000000468,38.67510399999996
POINT (765250.105800751 4282183.19908037),684,C.P. AZORIN                                           ,"AV. MIGUEL HERNANDEZ, 9                                ",3047,1986,Equipamiento         ,Educativo                                ,Accesibilidad baja                              ,Accesibilidad muy baja. Barreras arquitect?nicas,Accesibilidad baja                              ,Accesibilidad baja                              ,Accesibilidad muy baja. Barreras arquitect?nicas,Accesibilidad muy baja. Barreras arquitect?nicas,Calp                ,la Marina Alta     ,Alacant/Alicante ,0.047883899999997225,38.648529400000044
POINT (764572.263465974 4281711.64624237),686,CP OLT?                                               ,"PADDRE MAJON, 1                                        ",3047,1940,Equipamiento         ,"Educativo, Deportivo                     ",Accesibilidad baja                              ,Accesibilidad muy baja. Barreras arquitect?nicas,Accesibilidad baja                              ,Accesibilidad baja                              ,Accesibilidad alta                              ,Accesibilidad muy baja. Barreras arquitect?nicas,Calp                ,la Marina Alta     ,Alacant/Alicante ,0.039925799999995466,38.64448840000003
POINT (764916.349424544 4281546.41535823),687,CASA CULTURA                                          ,MASNOU                                                 ,3047,1994,Equipamiento         ,"Educativo, Cultural, Administrativo, Soci",Accesibilidad baja                              ,Accesibilidad muy baja. Barreras arquitect?nicas,Accesibilidad media                             ,Accesibilidad baja                              ,Accesibilidad muy baja. Barreras arquitect?nicas,Accesibilidad muy baja. Barreras arquitect?nicas,Calp                ,la Marina Alta     ,Alacant/Alicante ,0.04381119999999762,38.64289869999997
POINT (765338.273350436 4282941.00649818),688,EDIFICIO MULTIUSOS                                    ,GARGASINDI 15-K                                        ,3047,2008,Equipamiento         ,"Educativo, Social                        ",Accesibilidad muy baja. Barreras arquitect?nicas,Accesibilidad media                             ,Accesibilidad muy baja. Barreras arquitect?nicas,Accesibilidad baja                              ,Accesibilidad alta                              ,Accesibilidad muy baja. Barreras arquitect?nicas,Calp                ,la Marina Alta     ,Alacant/Alicante ,0.049184999999996676,38.6553226
POINT (764793.00611012 4281737.88298125) ,689,IGUALDAD                                              ,"CARRER DE LA LLIBERTAT, 36                             ",3047,1925,Equipamiento         ,Administrativo                           ,Accesibilidad muy baja. Barreras arquitect?nicas,Accesibilidad baja                              ,Accesibilidad media                             ,Accesibilidad baja                              ,Accesibilidad alta                              ,Accesibilidad muy baja. Barreras arquitect?nicas,Calp                ,la Marina Alta     ,Alacant/Alicante ,0.042468800000001534,38.6446586
POINT (764982.331806234 4281762.28223201),690,MUSEO TORRE? DE LA PE?A                               ,"PLAZA DE LA VILLA, 15                                  ",3047,1950,Equipamiento         ,Cultural                                 ,Accesibilidad muy baja. Barreras arquitect?nicas,Accesibilidad baja                              ,Accesibilidad media                             ,Accesibilidad muy baja. Barreras arquitect?nicas,Accesibilidad alta                              ,Accesibilidad muy baja. Barreras arquitect?nicas,Calp                ,la Marina Alta     ,Alacant/Alicante ,0.044650600000002635,38.64482160000001
POINT (764975.454066096 4281735.84020829),691,MUSEO ARQUEOL?GICO                                    ,"FRANCISCO ZARAGOZ?,2                                   ",3047,1900,Equipamiento         ,Cultural                                 ,Accesibilidad muy baja. Barreras arquitect?nicas,Accesibilidad baja                              ,Accesibilidad media                             ,Accesibilidad baja                              ,Accesibilidad alta                              ,Accesibilidad muy baja. Barreras arquitect?nicas,Calp                ,la Marina Alta     ,Alacant/Alicante ,0.044561599999995816,38.64458569999996
POINT (764920.831764955 4281675.70955148),692,MUSEO DE LA SENYORETA                                 ,"SANTISSIM CRISTO, 7                                    ",3047,1952,Equipamiento         ,Cultural                                 ,Accesibilidad baja                              ,Accesibilidad muy baja. Barreras arquitect?nicas,Accesibilidad baja                              ,Accesibilidad baja                              ,Accesibilidad alta                              ,Accesibilidad muy baja. Barreras arquitect?nicas,Calp                ,la Marina Alta     ,Alacant/Alicante ,0.04391189999999273,38.644060899999964
POINT (765338.273350436 4282941.00649818),693,MUSEO DEL COCO                                        ,GARGASINDI 1-L                                         ,3047,2000,Equipamiento         ,Cultural                                 ,Accesibilidad muy baja. Barreras arquitect?nicas,Accesibilidad muy baja. Barreras arquitect?nicas,Accesibilidad muy baja. Barreras arquitect?nicas,Accesibilidad baja                              ,Accesibilidad alta                              ,Accesibilidad muy baja. Barreras arquitect?nicas,Calp                ,la Marina Alta     ,Alacant/Alicante ,0.049184999999996676,38.6553226
POINT (692576.96651541 4225942.86432145) ,698,HOGAR DEL JUBILADO                                    ,"C/ SANTA BARBARA, 69                                   ",3055,1986,Equipamiento         ,"Cultural, Social                         ",Accesibilidad baja                              ,Accesibilidad muy baja. Barreras arquitect?nicas,Accesibilidad muy baja. Barreras arquitect?nicas,Accesibilidad baja                              ,Accesibilidad alta                              ,Accesibilidad muy baja. Barreras arquitect?nicas,Catral              ,el Baix Segura/La V,Alacant/Alicante ,-0.8018929999999966,38.160831000000016
POINT (692654.168520119 4226025.64165298),701,VIVIENDA SOCIAL                                       ,"C/ MONSERRATE, 7                                       ",3055,1955,Vivienda+equipamiento,Otro                                     ,Accesibilidad muy baja. Barreras arquitect?nicas,Accesibilidad muy baja. Barreras arquitect?nicas,Accesibilidad muy baja. Barreras arquitect?nicas,Accesibilidad muy baja. Barreras arquitect?nicas,Accesibilidad muy baja. Barreras arquitect?nicas,Accesibilidad muy baja. Barreras arquitect?nicas,Catral              ,el Baix Segura/La V,Alacant/Alicante ,-0.800989999999996,38.16156
POINT (692493.235357231 4225987.51452433),702,CEIP AZORIN                                           ,"C/ AZORIN, 21                                          ",3055,1980,Equipamiento         ,Educativo                                ,Accesibilidad baja                              ,Accesibilidad muy baja. Barreras arquitect?nicas,Accesibilidad baja                              ,Accesibilidad baja                              ,Accesibilidad alta                              ,Accesibilidad muy baja. Barreras arquitect?nicas,Catral              ,el Baix Segura/La V,Alacant/Alicante ,-0.8028360000000052,38.16125100000004
